Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_Links,Route_Names
City Queen Bus Service,Non AC Seater (2+2),21:30,03:30,06h 00m,285.0,16 Seats available,2.3,https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
Chouhan Tour and Travel,A/C Seater / Sleeper (2+2),00:40,05:30,04h 50m,700.0,26 Seats available,3.5,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Chouhan Tour and Travel,A/C Seater / Sleeper (2+2),01:10,06:00,04h 50m,700.0,25 Seats available,3.5,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Shri Ganesh Travels (LR SIYOL),A/C Seater / Sleeper (2+1),01:30,05:00,03h 30m,450.0,10 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
V k jain travels,NON A/C Seater/ Sleeper (2+1),08:45,13:50,05h 05m,330.0,36 Seats available,3.0,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Jain travels regd,NON A/C Sleeper (2+1),11:00,15:30,04h 30m,480.0,29 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Jain travels regd,A/C Seater / Sleeper (2+1),14:00,18:00,04h 00m,430.0,36 Seats available,4.0,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Shrinath® Travel Agency Pvt. Ltd.,A/C Seater / Sleeper (2+1),14:00,18:30,04h 30m,700.0,40 Seats available,3.4,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
M R Travels,A/C Seater / Sleeper (2+1),15:30,20:00,04h 30m,550.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,15:30,20:30,05h 00m,330.0,39 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
Jain travels regd,NON AC Seater/ Sleeper (2+1),17:00,22:55,05h 55m,330.0,36 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
M R Travels,A/C Seater / Sleeper (2+1),01:10,04:40,03h 30m,510.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Jain travels regd,A/C Seater / Sleeper (2+1),01:40,06:10,04h 30m,450.0,14 Seats available,3.8,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Pooja Yaduvanshi Travels,A/C Seater / Sleeper (2+1),02:35,06:00,03h 25m,554.0,5 Seats available,4.4,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),02:45,06:00,03h 15m,555.0,23 Seats available,3.0,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Raj travels,A/C Sleeper (2+1),02:45,06:30,03h 45m,449.0,16 Seats available,4.5,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
METRO RAJLAXMI TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),02:56,06:41,03h 45m,333.33,23 Seats available,3.9,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Sagwan Travels,A/C Seater / Sleeper (2+1),23:30,02:43,03h 13m,450.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Pooja Yaduvanshi Travels,A/C Seater / Sleeper (2+1),03:30,06:45,03h 15m,604.0,2 Seats available,4.4,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Ganesh Travels,A/C Seater / Sleeper (2+1),03:30,06:30,03h 00m,600.0,28 Seats available,3.2,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Mahadev Travels JOD,A/C Seater / Sleeper (2+1),06:50,10:40,03h 50m,570.0,29 Seats available,4.3,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
Gajraj Travels,A/C Sleeper (2+1),22:15,05:35,07h 20m,600.0,18 Seats available,4.7,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
M R Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,510.0,23 Seats available,4.3,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),22:30,05:05,06h 35m,450.0,20 Seats available,4.2,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,450.0,27 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
M R Travels,A/C Seater / Sleeper (2+1),23:35,06:10,06h 35m,918.0,32 Seats available,4.2,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Jain travels regd,AC Sleeper (2+1),21:45,05:00,07h 15m,571.0,28 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Jain travels regd,NON AC Seater/ Sleeper (2+1),23:15,06:30,07h 15m,650.0,40 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Jakhar Travels,A/C Seater / Sleeper (2+1),21:00,04:00,07h 00m,429.0,24 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Bluecity Bus,Bharat Benz A/C Sleeper (2+1),02:45,09:15,06h 30m,1000.0,2 Seats available,4.3,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,01:10,08:00,06h 50m,350.0,1 Seat available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
Maharaja Travels,NON AC Seater / Sleeper 2+1,02:35,04:50,02h 15m,350.0,38 Seats available,3.0,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
R.K Jakhar Travels,A/C Seater / Sleeper (2+1),02:55,04:10,01h 15m,350.0,40 Seats available,3.2,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Matoria Bus Service,NON AC Seater / Sleeper 2+1,03:05,05:05,02h 00m,300.0,18 Seats available,3.3,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Shailu Tour and Travels,A/C Seater / Sleeper (2+1),03:45,06:00,02h 15m,350.0,40 Seats available,4.0,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),06:30,09:00,02h 30m,299.0,20 Seats available,3.5,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Devraj Travels,A/C Seater (2+3),09:25,11:35,02h 10m,333.33,56 Seats available,3.4,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Devraj Travels,Bharat Benz A/C Seater (2+2),09:40,12:10,02h 30m,350.0,28 Seats available,3.4,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Vijay Tour and Travels,Bharat Benz A/C Seater (2+2),09:40,12:00,02h 20m,270.0,45 Seats available,3.5,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
MS Gajraj Bus Service,A/C Seater (2+3),11:35,14:00,02h 25m,316.0,56 Seats available,5.0,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Rajat Travels,A/C Seater / Sleeper (2+1),15:00,17:30,02h 30m,250.0,41 Seats available,3.2,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,06:15,08h 45m,400.0,20 Seats available,4.1,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,05:20,07h 50m,400.0,30 Seats available,3.5,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07:00,07h 05m,599.0,32 Seats available,2.7,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),23:45,06:30,06h 45m,570.0,30 Seats available,2.2,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
Om Travels,NON AC Seater / Sleeper 2+1,19:00,04:00,09h 00m,450.0,36 Seats available,2.7,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),23:55,07:00,07h 05m,855.0,34 Seats available,1.7,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),23:55,05:45,05h 50m,570.0,31 Seats available,1.7,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
Vijay Tour and Travels,Bharat Benz A/C Seater / Sleeper (2+2),18:00,22:40,04h 40m,449.0,24 Seats available,4.1,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan)
Jakhar Travels,A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,500.0,20 Seats available,4.2,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan)
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,22:15,05h 15m,381.0,27 Seats available,4.0,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan)
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:15,06h 15m,300.0,35 Seats available,3.6,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan)
Babu Travels,A/C Sleeper (2+1),04:05,08:45,04h 40m,350.0,2 Seats available,3.7,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan)
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),23:30,05:30,06h 00m,300.0,30 Seats available,3.7,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan)
M R Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),02:30,07:00,04h 30m,509.0,5 Seats available,4.3,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan)
NueGo,Electric A/C Seater (2+2),18:30,23:15,04h 45m,265.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan)
Jakhar Travels,A/C Seater / Sleeper (2+1),21:45,02:00,04h 15m,400.0,40 Seats available,2.2,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan)
Gajraj Travels,Bharat Benz A/C Sleeper (2+1),04:00,07:45,03h 45m,799.0,1 Seat available,4.0,https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur,Kota(Rajasthan) to Jaipur (Rajasthan)
Sagwan Travels,A/C Seater / Sleeper (2+1),02:43,07:53,05h 10m,270.0,22 Seats available,3.7,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Ankit Travels,AC Seater (2+2),08:10,13:45,05h 35m,315.0,45 Seats available,3.7,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Devraj Travels,A/C Seater (2+3),12:15,18:00,05h 45m,350.0,56 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,Bharat Benz A/C Seater (2+2),12:30,18:00,05h 30m,350.0,45 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Devraj Travels,Bharat Benz A/C Seater (2+2),12:30,18:20,05h 50m,350.0,31 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),14:15,19:30,05h 15m,500.0,15 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),16:30,21:20,04h 50m,350.0,38 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),18:30,23:50,05h 20m,450.0,40 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),20:30,01:00,04h 30m,349.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
R.K Jakhar Travels,A/C Seater / Sleeper (2+1),21:25,02:30,05h 05m,400.0,42 Seats available,3.4,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,06:08,06h 09m,350.0,25 Seats available,3.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Jakhar Travels,A/C Seater / Sleeper (2+1),02:00,07:00,05h 00m,362.0,13 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Mahadev Travels Pilani,A/C Seater / Sleeper (2+1),02:25,07:15,04h 50m,300.0,33 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),02:55,07:32,04h 37m,285.0,38 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
Rishabh travels,A/C Seater / Sleeper (2+1),03:00,07:45,04h 45m,416.0,34 Seats available,1.7,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,18:06,20:30,02h 24m,121.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Rishabh Travels-Neeraj,A/C Seater / Sleeper (2+1),01:30,03:00,01h 30m,370.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
METRO RAJLAXMI TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),05:47,06:42,00h 55m,333.33,13 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
V k jain travels,NON A/C Seater/ Sleeper (2+1),14:15,17:01,02h 46m,350.0,36 Seats available,3.0,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Jain travels regd,NON A/C Sleeper (2+1),15:45,18:30,02h 45m,350.0,32 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Rinku Travels,A/C Seater / Sleeper (2+1),17:30,21:00,03h 30m,350.0,41 Seats available,3.6,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Neeraj travels,A/C Seater / Sleeper (2+1),02:05,04:30,02h 25m,539.0,26 Seats available,3.4,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
New marudhar and rajswer travelsp,A/C Seater / Sleeper (2+1),03:03,05:37,02h 34m,686.0,11 Seats available,4.8,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Jain travels regd,A/C Seater / Sleeper (2+1),18:45,20:45,02h 00m,300.0,40 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
Jain travels regd,NON AC Seater/ Sleeper (2+1),23:15,01:15,02h 00m,250.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
V k jain travels,NON A/C Seater/ Sleeper (2+1),08:45,12:35,03h 50m,270.0,36 Seats available,3.0,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON A/C Sleeper (2+1),11:00,14:40,03h 40m,430.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,A/C Seater / Sleeper (2+1),14:00,17:20,03h 20m,370.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
M R Travels,NON A/C Seater/ Sleeper (2+1),15:30,19:30,04h 00m,408.0,40 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,15:30,19:30,04h 00m,270.0,39 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater/ Sleeper (2+1),17:00,21:45,04h 45m,270.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
M R Travels,NON A/C Seater/ Sleeper (2+1),17:55,22:15,04h 20m,408.0,47 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
M R Travels,NON A/C Seater/ Sleeper (2+1),18:30,22:30,04h 00m,495.0,40 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,19:00,22:55,03h 55m,270.0,41 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater/ Sleeper (2+1),19:00,22:21,03h 21m,270.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
M R Travels,NON A/C Seater/ Sleeper (2+1),20:25,23:55,03h 30m,459.0,46 Seats available,3.8,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,21:00,00:30,03h 30m,270.0,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jain travels regd,NON AC Seater / Sleeper 2+1,21:30,00:57,03h 27m,270.0,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
V k jain travels,NON A/C Seater/ Sleeper (2+1),21:31,00:16,02h 45m,300.0,43 Seats available,3.0,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Jakhar Travels And Cargo,Non A/C Seater / Sleeper (2+1),21:45,03:15,05h 30m,400.0,41 Seats available,3.4,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),05:30,10:45,05h 15m,381.0,38 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,03:30,05h 30m,500.0,25 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Babu Travels,A/C Sleeper (2+1),18:30,23:42,05h 12m,849.0,18 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),05:10,09:30,04h 20m,315.0,28 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Jakhar Travels,A/C Seater / Sleeper (2+1),19:30,23:55,04h 25m,800.0,17 Seats available,4.3,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),21:15,03:00,05h 45m,300.0,22 Seats available,4.2,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Laxmi Shatabdi Travels,NON A/C Seater/ Sleeper (2+1),22:30,05:15,06h 45m,300.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Priya Bus Service,AC Seater (2+2),17:25,22:15,04h 50m,333.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Verma Travels.,A/C Sleeper (2+1),19:30,23:59,04h 29m,1049.0,16 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Babu Travels,NON A/C Seater/ Sleeper (2+1),22:15,04:45,06h 30m,400.0,28 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Jai Shrinath Ji Ki Travels,Non A/C Seater / Sleeper (2+1),22:00,05:00,07h 00m,600.0,5 Seats available,4.1,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Babu Travels,Non A/C Seater / Sleeper (2+1),22:30,05:15,06h 45m,450.0,2 Seats available,4.0,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),22:00,05:00,07h 00m,550.0,10 Seats available,3.9,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Radhey Travels,Non A/C Seater / Sleeper (2+1),22:45,05:30,06h 45m,600.0,9 Seats available,3.7,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:00,22:30,04h 30m,700.0,12 Seats available,3.4,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
M R Travels,A/C Seater / Sleeper (2+1),22:50,05:15,06h 25m,510.0,18 Seats available,2.6,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Deepak Travells,A/C Seater / Sleeper (2+1),17:30,23:40,06h 10m,333.0,25 Seats available,2.2,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Jai Shrinath Ji Ki Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:30,22:30,05h 00m,500.0,25 Seats available,1.1,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Babu Travels,Bharat Benz A/C Sleeper (2+1),20:30,01:45,05h 15m,999.0,1 Seat available,2.4,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Navrang Travels,A/C Sleeper (2+1),20:25,01:50,05h 25m,1200.0,2 Seats available,3.4,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,21:20,01:54,04h 34m,206.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shree Baba Travels,A/C Seater / Sleeper (2+1),21:00,01:00,04h 00m,800.0,40 Seats available,1.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Jain travels regd,NON AC Seater/ Sleeper (2+1),01:15,05:15,04h 00m,350.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Jain travels regd,NON AC Seater / Sleeper 2+1,01:45,05:35,03h 50m,300.0,4 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
bhaiya travels,A/C Sleeper (2+1),02:20,03:40,01h 20m,2380.95,30 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),03:30,06:50,03h 20m,360.0,38 Seats available,3.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shree Raj Akanshi travels,A/C Seater / Sleeper (2+1),14:15,17:35,03h 20m,799.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Bhagwati Travel Agency,AC Sleeper (2+1),16:30,20:30,04h 00m,275.0,36 Seats available,3.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
GAYATRI RAO TRAVELS,A/C Seater / Sleeper (2+1),21:50,01:00,03h 10m,450.0,36 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),22:15,01:15,03h 00m,449.0,36 Seats available,3.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
